Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Michelle Sullivan,00:04:12.760 --> 00:04:14.469,of near peer,WY.10-03-2024,36,Reference
Michelle Sullivan,00:04:14.570 --> 00:04:17.899,mentors and role models as a strategy,WY.10-03-2024,37,Reference
Michelle Sullivan,00:04:18.190 --> 00:04:21.550,into creating more robust pathways,WY.10-03-2024,38,Reference
Michelle Sullivan,00:04:21.570 --> 00:04:24.369,for rural rural youth.,WY.10-03-2024,39,Reference
Michelle Sullivan,00:04:24.550 --> 00:04:25.530,and,WY.10-03-2024,40,Reference
Michelle Sullivan,00:04:25.860 --> 00:04:30.370,I think the other thing that has become a little bit more clear is that we have kind of 2.,WY.10-03-2024,41,Coding
Michelle Sullivan,00:04:30.430 --> 00:04:32.950,We have 2 ways of of,WY.10-03-2024,42,Coding
Michelle Sullivan,00:04:33.320 --> 00:04:35.502,entering into that,WY.10-03-2024,43,Coding
Michelle Sullivan,00:04:36.440 --> 00:04:45.157,"that we're that we've learned as we've started kind of thinking about this one is, we started with the with the stem fellows program. You know the",WY.10-03-2024,44,Coding
Michelle Sullivan,00:04:45.640 --> 00:04:48.909,where we have university students who we,WY.10-03-2024,45,Coding
