Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Maggie Dahn,00:10:48.770 --> 00:10:55.599,out there. And I feel like our conversations every month will just be like more about like what's happening from,WY.10-03-2024,106,Reference
Maggie Dahn,00:10:55.800 --> 00:11:07.389,this imagining of these programs. And it's cool. How enthusiastic you are about diving into this so maybe we can move over to that collaborators list.,WY.10-03-2024,107,Reference
Maggie Dahn,00:11:07.510 --> 00:11:24.580,"And I think the things that we'd like to talk about today first, st were, you know, based on your current imagination or understanding of the project. What are these? And we can maybe go through each one that you've listed. What are these organizations, groups, or individuals",WY.10-03-2024,108,Reference
Maggie Dahn,00:11:24.600 --> 00:11:28.140,you need to collaborate with in order to be successful and,WY.10-03-2024,109,Reference
Maggie Dahn,00:11:29.050 --> 00:11:38.119,sorry about that. We imagine that. That in subsequent months we'll add to that. Maybe take some off. There'll be more people and programs that come into play here.,WY.10-03-2024,110,Reference
Maggie Dahn,00:11:38.330 --> 00:11:57.180,"And then maybe we can also talk about 2 other things as we walk through this list, one, any existing history with the, with the people or the programs that you're that you've listed here. So did any of these relationships exist before, or are they cultivate? Are they being specifically cultivated for this project?",WY.10-03-2024,111,Coding
Maggie Dahn,00:11:57.400 --> 00:12:11.550,"And then also what you think, what what the role is? And there was a kind of a role column. What? What do you think the role is of this person or organization? In order for this project to be successful?",WY.10-03-2024,112,Coding
Maggie Dahn,00:12:11.890 --> 00:12:23.019,"And then, after we go through that, and we talk about those pieces. I'll just name them again after we talk about those. Then we'll have a short conversation about resources a little, I think, separately.",WY.10-03-2024,113,Coding
Maggie Dahn,00:12:23.090 --> 00:12:31.119,"or if it makes sense to talk about them now, too, you can do that as well. But so what is the the organization or individual.",WY.10-03-2024,114,Coding
Maggie Dahn,00:12:31.160 --> 00:12:43.009,"What role do you think they'll play in this project? And then, if there's any existing history with that person or organization, or if they're cultivated new for this project.",WY.10-03-2024,115,Coding
