Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Michelle Sullivan,00:17:20.050 --> 00:17:22.879,I think you know we have the fellows,WY.10-03-2024,161,Reference
Michelle Sullivan,00:17:22.990 --> 00:17:33.890,"and and that sort of project, and how it's what what we're learning from that. And then we have these 2 pilot projects, one in the Bighorn basin and one in Douglas.",WY.10-03-2024,162,Reference
Michelle Sullivan,00:17:34.010 --> 00:17:41.490,"And so if we, if we just think about that you've got boost, and then you've got the boys and girls club in Douglas.",WY.10-03-2024,163,Reference
Michelle Sullivan,00:17:41.820 --> 00:17:44.250,and each of those,WY.10-03-2024,164,Reference
Michelle Sullivan,00:17:44.360 --> 00:17:48.759,in the case of boost they had resources where they had 2 fellows this summer.,WY.10-03-2024,165,Reference
Michelle Sullivan,00:17:48.770 --> 00:17:56.039,They had. We're providing a small grant to do some further iteration with them on high school fellows.,WY.10-03-2024,166,Coding
Michelle Sullivan,00:17:56.100 --> 00:17:59.190,They've received training from,WY.10-03-2024,167,Coding
Michelle Sullivan,00:17:59.480 --> 00:18:03.609,from Emily on asking purposeful questions.,WY.10-03-2024,168,Coding
Michelle Sullivan,00:18:04.127 --> 00:18:10.742,There will be that sort of coaching component. There will be a sort of re the resource of,WY.10-03-2024,169,Coding
Michelle Sullivan,00:18:11.310 --> 00:18:18.359,kind of community of practice with the boys and girls clubs. So the peer to peer learning that's happening across,WY.10-03-2024,170,Coding
