Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
"Kate Foster, Wyoming Afterschool Alliance",00:15:58.640 --> 00:16:01.655,And I wonder if from them we might consider,WY.10-03-2024,151,Reference
"Kate Foster, Wyoming Afterschool Alliance",00:16:02.310 --> 00:16:13.580,"You know, their time and effort to to participate with this, because it can be often really difficult to have these really great ideas, and then to to find the right partner to engage",WY.10-03-2024,152,Reference
"Kate Foster, Wyoming Afterschool Alliance",00:16:14.930 --> 00:16:16.030,engage with.,WY.10-03-2024,153,Reference
Emily Vercoe,00:16:18.360 --> 00:16:21.779,And human capital. And they're providing students.,WY.10-03-2024,154,Reference
"Kate Foster, Wyoming Afterschool Alliance",00:16:22.310 --> 00:16:22.685,Yeah.,WY.10-03-2024,155,Reference
Michelle Sullivan,00:16:26.760 --> 00:16:36.980,"So one thing I would just offer is a just as I'm thinking about this. I think part of the thing that is has been a little bit hard, I think, for us, as it relates to this project.",WY.10-03-2024,156,Coding
Michelle Sullivan,00:16:37.020 --> 00:16:43.459,is that this project is being overlaid onto a larger kind of set of strategies. And so,WY.10-03-2024,157,Coding
Michelle Sullivan,00:16:43.540 --> 00:16:52.979,where one begins and one ends is a little bit hard to. I think we I don't know that we've been as explicit with ourselves about that.,WY.10-03-2024,158,Coding
Michelle Sullivan,00:16:53.200 --> 00:17:15.409,"because, you know, we're doing the 1 million girls moonshot right? And we're doing all of these things. And so so for the purposes of this, that's something I think, Emily, Kate and I, we need to like, really think about. You know, what is it that we want to do and understand and learn from, with the help of you at at Uci. That will then inform the larger work that we're doing.",WY.10-03-2024,159,Coding
Michelle Sullivan,00:17:15.700 --> 00:17:20.020,"And so, as I think about that, just trying to put some sideboards on it.",WY.10-03-2024,160,Coding
