Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
"Kate, WYAA",00:25:11.250 --> 00:25:12.090,For this.,WY.01-29-2025,226,Reference
Maggie Dahn,00:25:17.360 --> 00:25:23.170,"Okay, and then the the the cohort. So the pilot cohort, and then the second year cohort.",WY.01-29-2025,227,Reference
Emily Vercoe,00:25:25.020 --> 00:25:36.020,I'd say light touches. We've sent them holiday greetings. I also reached out to see if anyone was interested in helping us be like a cohort mentor this spring this year.,WY.01-29-2025,228,Reference
Emily Vercoe,00:25:38.040 --> 00:25:40.949,I know from anyone we've heard from 2.,WY.01-29-2025,229,Reference
Emily Vercoe,00:25:42.980 --> 00:25:44.920,I'm hoping to maybe get a few more.,WY.01-29-2025,230,Reference
SethC,00:25:46.860 --> 00:25:49.340,How many do you? Would you like to have Emily.,WY.01-29-2025,231,Coding
Emily Vercoe,00:25:49.990 --> 00:25:57.797,"I would think no more than well, if anybody's interested, we'll put them to work. But I think for this to really be a supportive.",WY.01-29-2025,232,Coding
Emily Vercoe,00:25:58.450 --> 00:26:02.450,"If it if it's several, then maybe we'll have them work with small groups of fellows.",WY.01-29-2025,233,Coding
Emily Vercoe,00:26:03.290 --> 00:26:07.489,"If it's 2 or 3, then we'll probably have them work with the whole.",WY.01-29-2025,234,Coding
Emily Vercoe,00:26:07.490 --> 00:26:08.020,Hmm!,WY.01-29-2025,235,Coding
