Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Emily Vercoe,00:24:20.350 --> 00:24:23.660,listening activity that Michelle has developed. And,WY.01-29-2025,216,Reference
Emily Vercoe,00:24:24.310 --> 00:24:30.009,"we are doing that activity, I think, in 3 different districts right now.",WY.01-29-2025,217,Reference
Emily Vercoe,00:24:32.010 --> 00:24:36.840,and I imagine we'll continue to grow that those connections.,WY.01-29-2025,218,Reference
Emily Vercoe,00:24:39.310 --> 00:24:44.080,"Kate, do you know when that project ends? I feel like it might be soon if.",WY.01-29-2025,219,Reference
"Kate, WYAA",00:24:44.080 --> 00:24:44.860,Oh!,WY.01-29-2025,220,Reference
Emily Vercoe,00:24:45.370 --> 00:24:46.349,"Okay, never mind.",WY.01-29-2025,221,Coding
"Kate, WYAA",00:24:46.350 --> 00:24:54.450,"Yeah. Actually, my impression was that it might be continue going with the, you know, with the the ride or the the future of learning initiative. So",WY.01-29-2025,222,Coding
"Kate, WYAA",00:24:55.220 --> 00:24:56.800,we'll have to check on that.,WY.01-29-2025,223,Coding
"Kate, WYAA",00:25:02.410 --> 00:25:07.619,"And I think that's that might wouldn't be more than light. I mean, I feel like we're pretty.",WY.01-29-2025,224,Coding
"Kate, WYAA",00:25:08.320 --> 00:25:11.030,We're coordinating. I'm gonna put that as more contact.,WY.01-29-2025,225,Coding
