Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Seth Corrigan,00:05:38.920 --> 00:05:45.160,"So there's not such a gap in the way they're designed. And what you need, the big aim",WY.12-12-2024,41,Reference
Seth Corrigan,00:05:45.886 --> 00:05:53.170,in collecting that data is to understand programs impacts on re-enrollment,WY.12-12-2024,42,Reference
Seth Corrigan,00:05:53.800 --> 00:05:57.080,and new enrollment into stem programs.,WY.12-12-2024,43,Reference
Seth Corrigan,00:05:58.200 --> 00:06:04.419,"So an example of a question that might be relevant there is, is it the case that",WY.12-12-2024,44,Reference
Seth Corrigan,00:06:04.510 --> 00:06:09.350,through working with near peer mentors as you're doing.,WY.12-12-2024,45,Reference
Seth Corrigan,00:06:09.550 --> 00:06:14.659,that younger students are more likely to enroll or re-enroll into stem.,WY.12-12-2024,46,Coding
Seth Corrigan,00:06:16.510 --> 00:06:27.569,"Now, we don't have the design in place to really answer that question. What we're trying to do is get the the instruments together that would allow us to answer those questions",WY.12-12-2024,47,Coding
Seth Corrigan,00:06:28.430 --> 00:06:35.689,"and the conviction on on our side, I think, is that information or evidence like that",WY.12-12-2024,48,Coding
Seth Corrigan,00:06:35.950 --> 00:06:42.320,could be an important part of a novel or new case for funding.,WY.12-12-2024,49,Coding
Seth Corrigan,00:06:44.220 --> 00:06:49.060,"So we're trying to figure out how to put organizations in the position of saying, Look.",WY.12-12-2024,50,Coding
