Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Seth Corrigan,00:07:26.350 --> 00:07:35.520,So from our interactions with folks. We thought that could be a helpful argument to be making,WY.12-12-2024,56,Reference
Seth Corrigan,00:07:35.950 --> 00:07:40.400,"from our standpoint, from the ecological standpoint for learning.",WY.12-12-2024,57,Reference
Seth Corrigan,00:07:41.170 --> 00:07:47.939,That's 1 of the strategies that we're trying to investigate with folks to see if that's really,WY.12-12-2024,58,Reference
Seth Corrigan,00:07:49.570 --> 00:07:51.690,benefiting students in the long run,WY.12-12-2024,59,Reference
Seth Corrigan,00:07:55.100 --> 00:08:01.230,we get it. It's really tough data to collect for you.,WY.12-12-2024,60,Reference
Seth Corrigan,00:08:01.490 --> 00:08:04.090,maybe in 2 different ways. One.,WY.12-12-2024,61,Coding
Seth Corrigan,00:08:04.290 --> 00:08:11.509,"your your most immediate partners, are the near peer mentors, as I understand it, and then they are in turn, working with the younger students.",WY.12-12-2024,62,Coding
Emily Vercoe,00:08:11.860 --> 00:08:12.290,So.,WY.12-12-2024,63,Coding
Seth Corrigan,00:08:12.290 --> 00:08:21.560,"So it may be relatively easy to get data on your near peer mentors, but tougher to get the individual level data on on the students they're working with. I get it.",WY.12-12-2024,64,Coding
Seth Corrigan,00:08:22.160 --> 00:08:23.739,The other is that,WY.12-12-2024,65,Coding
