Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Michelle Sullivan,00:22:29.893 --> 00:22:35.759,Whitney Foundation. I don't know again where they quite fit their,WY.11-11-2024,196,Reference
Michelle Sullivan,00:22:36.530 --> 00:22:43.786,commute. I wonder about something like a community-based or philanthropy.,WY.11-11-2024,197,Reference
Michelle Sullivan,00:22:45.680 --> 00:22:54.110,"I'm just trying to think about those outside entities that are not quite a business or stem, but are helping to support the infrastructure. So that would be",WY.11-11-2024,198,Reference
Michelle Sullivan,00:22:54.320 --> 00:22:57.600,"how I would describe them, and.",WY.11-11-2024,199,Reference
Maggie Dahn,00:22:58.270 --> 00:23:03.110,"Say that I'm sorry one more time, Michelle, you said philanthropy, and what was the other doesn't matter.",WY.11-11-2024,200,Reference
Michelle Sullivan,00:23:03.110 --> 00:23:05.750,Community-based support organization,WY.11-11-2024,201,Coding
Michelle Sullivan,00:23:08.910 --> 00:23:16.629,"and Erin Kilbride is would be our. You know, the people who we've been connected to, and",WY.11-11-2024,202,Coding
Michelle Sullivan,00:23:17.430 --> 00:23:20.858,she's the director of the foundation.,WY.11-11-2024,203,Coding
Michelle Sullivan,00:23:22.120 --> 00:23:32.550,"W. She attended the Mott meeting with us in October, so I would say, heavy and then we participate in a pathways",WY.11-11-2024,204,Coding
Michelle Sullivan,00:23:32.970 --> 00:23:35.455,kind of learning group that she is.,WY.11-11-2024,205,Coding
