Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Maggie Dahn,00:10:23.120 --> 00:10:28.600,Excellent anything else to add on that? Or can we move to the Wyoming Governor's office?,WY.11-11-2024,81,Reference
Michelle Sullivan,00:10:28.600 --> 00:10:34.950,"Yeah. So yeah, let's just keep going. So why, I'm in Governor's office again would be kind of State agency or government",WY.11-11-2024,82,Reference
Michelle Sullivan,00:10:37.890 --> 00:10:44.990,"just to provide. Lachelle Brandt is the person who's the Governor's policy advisor, and we",WY.11-11-2024,83,Reference
Michelle Sullivan,00:10:45.543 --> 00:10:52.989,updated her on the progress of our Youth voice initiative that we're working in partnership with them on,WY.11-11-2024,84,Reference
Michelle Sullivan,00:10:54.760 --> 00:10:56.430,couple times this month.,WY.11-11-2024,85,Reference
Maggie Dahn,00:11:00.120 --> 00:11:11.109,"Oops. I'm sorry, so I think that I'm I am writing, Seth. I think maybe you're dragging and dropping some or some sorry. I'm just writing in there, and it's moving around a bit.",WY.11-11-2024,86,Coding
Maggie Dahn,00:11:12.055 --> 00:11:12.360,Okay.,WY.11-11-2024,87,Coding
Seth Corrigan,00:11:12.360 --> 00:11:13.510,Sorry Maggie.,WY.11-11-2024,88,Coding
Maggie Dahn,00:11:13.890 --> 00:11:19.969,"No problem. So, Michelle, would you classify that one as more like kind of a light contact or more contact on your end?",WY.11-11-2024,89,Coding
Michelle Sullivan,00:11:20.350 --> 00:11:22.830,"I would say, a light contact. Yeah.",WY.11-11-2024,90,Coding
