Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Michelle Sullivan,00:17:35.620 --> 00:17:47.109,"We could get a little finer grain with both cohorts, and where they where they were, look where they were located as fellows. But then, if there's any connection to organizations.",WY.11-11-2024,146,Reference
Michelle Sullivan,00:17:47.230 --> 00:17:48.929,since their fellowship.,WY.11-11-2024,147,Reference
Michelle Sullivan,00:17:50.580 --> 00:17:56.100,"So we can see where they were, where they and where they are now, and how that's impacted our network.",WY.11-11-2024,148,Reference
Emily,00:17:56.560 --> 00:17:59.350,"Yeah, we might need to do a little follow up with them.",WY.11-11-2024,149,Reference
Emily,00:18:00.000 --> 00:18:04.889,"I think the high school one will be easy, because we've got them contained in one program.",WY.11-11-2024,150,Reference
Seth Corrigan,00:18:06.910 --> 00:18:14.549,And then you all do. You all use the terms cohort one and cohort 2. That makes sense to you all. When we come back again. You'll know who we're talking about.,WY.11-11-2024,151,Coding
Emily,00:18:17.420 --> 00:18:19.650,Think we will. We haven't used them to date.,WY.11-11-2024,152,Coding
Seth Corrigan,00:18:19.870 --> 00:18:20.390,Okay.,WY.11-11-2024,153,Coding
Michelle Sullivan,00:18:20.390 --> 00:18:26.060,"Second. That's just kind of came to mind as we were thinking about. You know, the",WY.11-11-2024,154,Coding
Michelle Sullivan,00:18:26.500 --> 00:18:28.470,1st group from 2 years ago.,WY.11-11-2024,155,Coding
