Speaker,Timestamp,Utterance,File Origin,Original Row,Segment Type
Michelle Sullivan,00:12:29.050 --> 00:12:36.430,connection month weekly meetings to plan these youth voice outreach initiatives.,WY.11-11-2024,101,Reference
Michelle Sullivan,00:12:39.520 --> 00:12:40.680,and it's,WY.11-11-2024,102,Reference
Michelle Sullivan,00:12:43.501 --> 00:12:48.968,I'll I'll go in and and put in the contact people and her role later. It's,WY.11-11-2024,103,Reference
Michelle Sullivan,00:12:50.790 --> 00:12:54.240,one of their one of their staff who's working on that with us.,WY.11-11-2024,104,Reference
Maggie Dahn,00:12:54.810 --> 00:12:55.650,Great.,WY.11-11-2024,105,Reference
Michelle Sullivan,00:12:59.590 --> 00:13:05.310,And then maybe we can put all 3 of the University of Wyoming folks up in the,WY.11-11-2024,106,Coding
Michelle Sullivan,00:13:07.790 --> 00:13:09.670,in the higher. Ed.,WY.11-11-2024,107,Coding
Michelle Sullivan,00:13:10.610 --> 00:13:14.269,"What are your thoughts, Emily or Kate, on",WY.11-11-2024,108,Coding
Michelle Sullivan,00:13:15.180 --> 00:13:22.519,"things that have happened this month, specific to their to those entities.",WY.11-11-2024,109,Coding
Emily,00:13:26.230 --> 00:13:39.639,We haven't had a lot of movement with them. I have met with the science initiative. Brief to brief them a little bit on our high school fellows pilot and connect them with potential role models of mentors.,WY.11-11-2024,110,Coding
